# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Nov  7 05:34:37 2015
#
# COLUMN pl_hostname:    (not found)
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_name:        Planet Name
# COLUMN pl_tranflag:    Planet Transit Flag
# COLUMN pl_rvflag:      Planet RV Flag
# COLUMN pl_imgflag:     Planet Imaging Flag
# COLUMN pl_astflag:     Planet Astrometry Flag
# COLUMN pl_omflag:      Planet Orbital Modulation Flag
# COLUMN pl_cbflag:      Planet Circumbinary Flag
# COLUMN pl_orbtper:     Time of Periastron [days]
# COLUMN pl_orblper:     Long. of Periastron [deg]
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_insol:       Insolation Flux [Earth flux]
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_msinij:      Planet M*sin(i) [Jupiter mass]
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_msinie:      Planet M*sin(i) [Earth mass]
# COLUMN pl_bmasse:      Planet Mass or M*sin(i) [Earth mass]
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_rads:        Planet Radius [Solar radii]
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tsystemref:  Time System Reference
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_occdep:      Occultation Depth [percentage]
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_def_reflink: Default Reference
# COLUMN pl_disc:        Year of Discovery
# COLUMN pl_disc_reflink: Discovery Reference
# COLUMN pl_locale:      Discovery Locale
# COLUMN pl_facility:    Discovery Facility
# COLUMN pl_telescope:   Discovery Telescope
# COLUMN pl_instrument:  Discovery Instrument
# COLUMN pl_status:      Status
# COLUMN pl_mnum:        Number of Moons in System
# COLUMN pl_st_npar:     Number of Stellar and Planet Parameters
# COLUMN pl_st_nref:     Number of Stellar and Planet References
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
# COLUMN pl_edelink:     Link to Exoplanet Data Explorer
# COLUMN pl_publ_date:   Publication Date
# COLUMN hd_name:        HD Name
# COLUMN hip_name:       HIP Name
# COLUMN st_rah:         RA [hrs]
# COLUMN st_glon:        Galactic Longitude [deg]
# COLUMN st_glat:        Galactic Latitude [deg]
# COLUMN st_elon:        Ecliptic Longitude [deg]
# COLUMN st_elat:        Ecliptic Latitude [deg]
# COLUMN st_plx:         Parallax [mas]
# COLUMN st_pmra:        Proper Motion (RA) [mas/yr]
# COLUMN st_pmdec:       Proper Motion (Dec) [mas/yr]
# COLUMN st_pm:          Total Proper Motion [mas/yr]
# COLUMN st_radv:        Radial Velocity [km/s]
# COLUMN st_sp:          Spectral Type
# COLUMN st_spstr:       Spectral Type
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_metfe:       Stellar Metallicity [dex]
# COLUMN st_metratio:    Metallicity Ratio
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_vsini:       Rot. Velocity V*sin(i) [km/s]
# COLUMN st_acts:        Stellar Activity S-index
# COLUMN st_actr:        Stellar Activity log(R'HK)
# COLUMN st_actlx:       X-ray Activity log(L<sub>x</sub>)
# COLUMN swasp_id:       SWASP Identifier
# COLUMN st_nts:         Number of Time Series
# COLUMN st_nplc:        Number of Planet Transit Light Curves
# COLUMN st_nglc:        Number of General Light Curves
# COLUMN st_nrvc:        Number of Radial Velocity Time Series
# COLUMN st_naxa:        Number of Amateur Light Curves
# COLUMN st_nimg:        Number of Images
# COLUMN st_nspec:       Number of Spectra
# COLUMN st_uj:          U-band (Johnson) [mag]
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_bj:          B-band (Johnson) [mag]
# COLUMN st_rc:          R-band (Cousins) [mag]
# COLUMN st_ic:          I-band (Cousins) [mag]
# COLUMN st_j:           J-band (2MASS) [mag]
# COLUMN st_h:           H-band (2MASS) [mag]
# COLUMN st_k:           Ks-band (2MASS) [mag]
# COLUMN st_wise1:       WISE 3.4um [mag]
# COLUMN st_wise2:       WISE 4.6um [mag]
# COLUMN st_wise3:       WISE 12.um [mag]
# COLUMN st_wise4:       WISE 22.um [mag]
# COLUMN st_irac1:       IRAC 3.6um [mag]
# COLUMN st_irac2:       IRAC 4.5um [mag]
# COLUMN st_irac3:       IRAC 5.8um [mag]
# COLUMN st_irac4:       IRAC 8.0um [mag]
# COLUMN st_mips1:       MIPS 24um [mag]
# COLUMN st_mips2:       MIPS 70um [mag]
# COLUMN st_mips3:       MIPS 160um [mag]
# COLUMN st_iras1:       IRAS 12um Flux [Jy]
# COLUMN st_iras2:       IRAS 25um Flux [Jy]
# COLUMN st_iras3:       IRAS 60um Flux [Jy]
# COLUMN st_iras4:       IRAS 100um Flux [Jy]
# COLUMN st_photn:       Number of Photometry Measurements
# COLUMN st_umbj:        U-B (Johnson) [mag]
# COLUMN st_bmvj:        B-V (Johnson) [mag]
# COLUMN st_vjmic:       V-I (Johnson-Cousins) [mag]
# COLUMN st_vjmrc:       V-R (Johnson-Cousins) [mag]
# COLUMN st_jmh2:        J-H (2MASS) [mag]
# COLUMN st_hmk2:        H-Ks (2MASS) [mag]
# COLUMN st_jmk2:        J-Ks (2MASS) [mag]
# COLUMN st_bmy:         b-y (Stromgren) [mag]
# COLUMN st_m1:          m1 (Stromgren) [mag]
# COLUMN st_c1:          c1 (Stromgren) [mag]
# COLUMN st_colorn:      Number of Color Measurements
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,st_teff,st_mass,st_rad,rowupdate,pl_name,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_orbtper,pl_orblper,pl_rvamp,pl_eqt,pl_insol,pl_massj,pl_msinij,pl_masse,pl_msinie,pl_bmasse,pl_rade,pl_rads,pl_trandep,pl_trandur,pl_tranmid,pl_tsystemref,pl_imppar,pl_occdep,pl_ratdor,pl_ratror,pl_def_reflink,pl_disc,pl_disc_reflink,pl_locale,pl_facility,pl_telescope,pl_instrument,pl_status,pl_mnum,pl_st_npar,pl_st_nref,pl_pelink,pl_edelink,pl_publ_date,hd_name,hip_name,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,st_pmra,st_pmdec,st_pm,st_radv,st_sp,st_spstr,st_logg,st_lum,st_dens,st_metfe,st_metratio,st_age,st_vsini,st_acts,st_actr,st_actlx,swasp_id,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_uj,st_vj,st_bj,st_rc,st_ic,st_j,st_h,st_k,st_wise1,st_wise2,st_wise3,st_wise4,st_irac1,st_irac2,st_irac3,st_irac4,st_mips1,st_mips2,st_mips3,st_iras1,st_iras2,st_iras3,st_iras4,st_photn,st_umbj,st_bmvj,st_vjmic,st_vjmrc,st_jmh2,st_hmk2,st_jmk2,st_bmy,st_m1,st_c1,st_colorn
385,HD 192699,b,Radial Velocity,1,345.53000000,1.150000,0.129000,,2.40000,Msini,,,0,0,0,20h16m06.01s,304.025024,+04d34m50.9s,4.580795,67.39,6.440,V (Johnson),5220.00,1.68,3.90,2014-08-21,HD 192699 b,0,1,0,0,0,0,2454036.600000,41.3000,49.300,,,,2.40000,,762.76000,762.76000,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2010ApJ...709..396B target=ref> Bowler et al. 2010 </a>,2007,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007ApJ...665..785J target=ref> Johnson et al. 2007 </a>,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,3,0,27,15,http://exoplanet.eu/catalog/hd_192699_b/,http://exoplanets.org/detail/HD_192699_b,2007-08,HD 192699,HIP 99894,20.26833496,47.130525,-16.492966,307.526330,23.696790,14.84,-40.800,-51.500,65.700,,4.80,G8 IV,3.44,1.009,,-0.150,[Fe/H],1.800,1.9000,,,,,2,0,1,1,0,3,0,,6.440,7.307,,,4.903,4.360,4.366,4.275,4.026,4.338,4.265,,,,,,,,3.893e+00,3.325e+00,1.184e+00,-1.052e+00,18,,0.867,,,0.543,-0.006,0.537,0.535,0.270,0.421,9
386,HD 195019,b,Radial Velocity,1,18.20132000,0.138800,0.013800,,3.69000,Msini,,,0,0,0,20h28m18.63s,307.077637,+18d46m10.2s,18.769497,37.35,6.870,V (Johnson),5788.00,1.07,,2014-07-23,HD 195019 b,0,1,0,0,0,0,2451015.500000,231.0000,271.500,,,,3.69000,,1172.70000,1172.70000,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...646..505B target=ref> Butler et al. 2006 </a>,1998,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=1999PASP..111...50F target=ref> Fischer et al. 1999 </a>,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,3,0,52,26,http://exoplanet.eu/catalog/hd_195019_b/,http://exoplanets.org/detail/HD_195019_b,1999-01,HD 195019,HIP 100970,20.47184245,61.155942,-11.475542,315.290838,36.561706,26.77,350.200,-58.300,355.000,-93.10,4.30,G3 V/IV,4.22,,,0.068,[Fe/H],,2.4700,0.147,-5.090,,,8,0,1,7,0,3,2,,6.870,7.530,,,5.604,5.325,5.256,5.162,5.011,5.212,5.185,,,,,,,,4.874e+00,3.575e+00,1.184e+00,-3.000e+00,18,,0.660,,,0.279,0.069,0.348,0.424,0.198,0.364,12
387,HD 196050,b,Radial Velocity,1,1378.00000000,2.540000,0.228000,,2.90000,Msini,,,0,0,0,20h37m51.71s,309.465454,-60d38m04.1s,-60.634483,46.93,7.500,V (Johnson),5892.00,1.15,,2014-08-21,HD 196050 b,0,1,0,0,0,0,2450843.000000,187.0000,49.700,,,,2.90000,,921.67000,921.67000,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...646..505B target=ref> Butler et al. 2006 </a>,2002,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2002MNRAS.337.1170J target=ref> Jones et al. 2002 </a>,Ground,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,3,0,38,21,http://exoplanet.eu/catalog/hd_196050_b/,http://exoplanets.org/detail/HD_196050_b,2002-12,HD 196050,HIP 101806,20.63103027,335.918930,-36.359517,294.185831,-40.466609,21.31,-190.100,-65.000,200.900,60.90,4.40,G4 V,4.27,,,0.229,[Fe/H],,3.2700,0.154,-5.040,,,4,0,1,3,0,3,0,,7.500,8.170,,,6.378,6.118,6.034,5.836,5.803,6.021,5.962,,,,,6.101e+00,6.475e+00,,,,,,16,,0.670,,,0.260,0.084,0.344,0.410,0.214,0.400,9
388,HD 196067,b,Radial Velocity,1,3638.00000000,5.020000,0.660000,,6.90000,Msini,,,0,0,0,20h41m44.09s,310.433716,-75d21m02.9s,-75.350800,43.57,6.030,V (Johnson),6017.00,1.29,1.73,2014-05-14,HD 196067 b,0,1,0,0,0,0,2453375.000000,148.2000,104.000,,,,6.90000,,2192.90000,2192.90000,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2013A%26A...551A..90M target=ref> Marmier et al. 2013 </a>,2012,<a href=http://adsabs.harvard.edu/abs/2013A%26A...551A..90M target=ref> Marmier et al. 2013 </a>,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,3,0,13,20,http://exoplanet.eu/catalog/hd_196067_b/,,2013-03,HD 196067,HIP 102125,20.69558105,318.444099,-33.048452,286.285050,-54.202180,22.95,155.700,-161.700,224.500,-10.89,4.10,G1 V,4.24,0.572,,0.180,[Fe/H],3.300,1.4500,,,,,1,0,1,0,0,3,0,6.840,6.030,6.650,,,5.417,5.207,5.080,4.655,4.873,4.983,4.841,,,,,,,,4.125e+00,3.575e+00,1.184e+00,-9.160e-01,19,0.190,0.620,,,0.210,0.127,0.337,0.391,0.190,0.403,13
389,HD 196885,b,Radial Velocity,1,1333.00000000,2.370000,0.480000,,2.58000,Msini,,,0,0,0,20h39m51.88s,309.966156,+11d14m58.7s,11.249649,32.99,6.398,V (Johnson),6254.00,1.28,1.31,2014-08-21,HD 196885 b,0,1,0,0,0,0,2451992.000000,78.0000,53.900,,,,2.58000,,819.97000,819.97000,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...703.1545F target=ref> Fischer et al. 2009 </a>,2007,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008A&A...479..271C target=ref> Correia et al. 2008 </a>,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,3,0,25,19,http://exoplanet.eu/catalog/hd_196885_a_b/,http://exoplanets.org/detail/HD_196885_b,2008-02,HD 196885,HIP 101966,20.66441040,56.309425,-17.985355,315.826762,28.554519,30.31,56.500,87.300,104.000,-31.67,3.80,F8 V,4.31,0.380,,0.220,[Fe/H],3.120,7.8000,0.151,-5.010,,,5,0,1,4,0,3,0,,6.398,6.957,,,5.414,5.190,5.072,5.063,4.917,5.100,5.029,,,,,5.107e+00,5.282e+00,,4.514e+00,3.575e+00,1.184e+00,-1.105e+00,20,,0.559,,,0.224,0.118,0.342,,,,6
390,HD 197037,b,Radial Velocity,1,1035.70000000,2.070000,0.220000,,0.79000,Msini,,,0,0,0,20h39m32.96s,309.887329,+42d14m54.8s,42.248550,32.83,6.813,V (Johnson),,,,2014-05-14,HD 197037 b,0,1,0,0,0,0,2451353.100000,298.0000,,,,,0.79000,,251.00000,251.00000,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2012ApJ...749...39R target=ref> Robertson et al. 2012 </a>,2011,<a href=http://adsabs.harvard.edu/abs/2012ApJ...749...39R target=ref> Robertson et al. 2012 </a>,Ground,McDonald Observatory,2.7 m Harlan J. Smith Telescope,Tull Coude Spectrograph,3,0,6,11,http://exoplanet.eu/catalog/hd_197037_b/,http://exoplanets.org/detail/HD_197037_b,2012-04,HD 197037,HIP 101948,20.65915527,81.677148,0.412927,331.880410,57.436963,30.46,-62.600,-220.000,228.700,8.40,4.00,G0,,,,,,,4.0000,,,,,1,0,1,0,0,3,0,,6.813,7.311,,,5.772,5.568,5.488,5.506,5.325,5.591,5.201,,,,,,,,,,,,12,,0.499,,,0.204,0.080,0.284,,,,5
391,HD 19994,b,Radial Velocity,1,466.20000000,1.305000,0.063000,,1.37000,Msini,,,0,0,0,03h12m46.44s,48.193485,-01d11m46.0s,-1.196101,22.38,5.060,V (Johnson),6190.00,1.37,,2014-05-14,HD 19994 b,0,1,0,0,0,0,2453757.000000,346.0000,29.300,,,,1.37000,,435.41000,435.41000,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJS..182...97W target=ref> Wittenmyer et al. 2009 </a>,2003,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004A&A...415..391M target=ref> Mayor et al. 2004 </a>,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,3,0,44,34,http://exoplanet.eu/catalog/hd_19994_b/,http://exoplanets.org/detail/HD_19994_b,2004-02,HD 19994,HIP 14954,3.21289902,181.504140,-47.341631,45.382858,-18.396462,44.69,194.100,-69.900,206.300,19.00,4.00,G0 V,4.19,,,0.240,[Fe/H],,8.6000,0.173,-4.880,,,4,0,1,3,0,4,0,5.750,5.060,5.630,4.715,4.410,4.174,3.768,3.748,3.719,3.491,3.690,3.647,,,,,3.684e+00,3.144e+00,,3.216e+00,3.155e+00,1.184e+00,-9.160e-01,30,0.120,0.570,0.630,0.325,0.406,0.020,0.426,0.360,0.185,0.421,19
392,HD 200964,b,Radial Velocity,2,613.80000000,1.601000,0.040000,,1.85000,Msini,,,0,0,0,21h06m39.84s,316.666016,+03d48m11.2s,3.803119,68.35,6.487,V (Johnson),5164.00,1.44,4.30,2014-05-14,HD 200964 b,0,1,0,0,0,0,2454900.000000,288.0000,34.500,,,,1.85000,,587.96000,587.96000,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010arXiv1007.4552J target=ref> Johnson et al. 2010 </a>,2010,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010arXiv1007.4552J target=ref> Johnson et al. 2010 </a>,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,3,0,19,14,http://exoplanet.eu/catalog/hd_200964_b/,http://exoplanets.org/detail/HD_200964_b,2011-01,HD 200964,HIP 104202,21.11106771,53.564734,-27.635478,320.332230,19.464841,14.63,95.800,49.700,107.900,,4.80,G8 IV,3.60,1.064,,-0.150,[Fe/H],3.000,2.2800,,,,,1,0,1,0,0,3,1,,6.487,7.378,,,4.802,4.459,4.286,4.303,3.839,4.313,4.232,,,,,,,,3.832e+00,3.575e+00,1.184e+00,-9.160e-01,16,,0.891,,,0.343,0.173,0.516,,,,5
393,HD 200964,c,Radial Velocity,2,825.00000000,1.950000,0.181000,,0.89500,Msini,,,0,0,0,21h06m39.84s,316.666016,+03d48m11.2s,3.803119,68.35,6.487,V (Johnson),5164.00,1.44,4.30,2014-05-14,HD 200964 c,0,1,0,0,0,0,2455000.000000,182.6000,15.420,,,,0.89500,,284.44600,284.44600,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010arXiv1007.4552J target=ref> Johnson et al. 2010 </a>,2010,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010arXiv1007.4552J target=ref> Johnson et al. 2010 </a>,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,3,0,19,14,http://exoplanet.eu/catalog/hd_200964_c/,http://exoplanets.org/detail/HD_200964_c,2011-01,HD 200964,HIP 104202,21.11106771,53.564734,-27.635478,320.332230,19.464841,14.63,95.800,49.700,107.900,,4.80,G8 IV,3.60,1.064,,-0.150,[Fe/H],3.000,2.2800,,,,,1,0,1,0,0,3,1,,6.487,7.378,,,4.802,4.459,4.286,4.303,3.839,4.313,4.232,,,,,,,,3.832e+00,3.575e+00,1.184e+00,-9.160e-01,16,,0.891,,,0.343,0.173,0.516,,,,5
394,HD 202206,b,Radial Velocity,2,255.87000000,0.830000,0.435000,90.000,17.40000,Msin(i)/sin(i),,,0,0,0,21h14m57.77s,318.740692,-20d47m21.2s,-20.789209,46.34,8.080,V (Johnson),5765.00,1.15,,2015-08-27,HD 202206 b,0,1,0,0,0,1,,161.1800,564.750,,,,17.40000,,5530.24200,5530.00000,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2005A&A...440..751C target=ref> Correia et al. 2005 </a>,2002,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2002A&A...390..267U target=ref> Udry et al. 2002 </a>,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,3,0,35,19,http://exoplanet.eu/catalog/hd_202206_b/,http://exoplanets.org/detail/HD_202206_b,2002-07,HD 202206,HIP 104903,21.24937948,27.950002,-40.504518,314.835349,-4.611588,21.58,-39.500,-120.500,126.800,14.72,4.60,G6 V,4.75,,,0.370,[Fe/H],5.600,2.5000,,,,,2,0,1,1,0,3,0,,8.080,8.794,,,6.850,6.567,6.485,6.395,6.399,6.508,6.372,,,,,,,,,,,,14,,0.714,,,0.283,0.082,0.365,0.433,0.258,0.391,12
395,HD 202206,c,Radial Velocity,2,1383.40000000,2.550000,0.267000,90.000,2.44000,Msin(i)/sin(i),,,0,0,0,21h14m57.77s,318.740692,-20d47m21.2s,-20.789209,46.34,8.080,V (Johnson),5765.00,1.15,,2015-08-27,HD 202206 c,0,1,0,0,0,1,,78.9900,42.010,,,,2.44000,,775.50520,776.00000,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2005A&A...440..751C target=ref> Correia et al. 2005 </a>,2004,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2005A&A...440..751C target=ref> Correia et al. 2005 </a>,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,3,0,28,19,http://exoplanet.eu/catalog/hd_202206_c/,http://exoplanets.org/detail/HD_202206_c,2005-09,HD 202206,HIP 104903,21.24937948,27.950002,-40.504518,314.835349,-4.611588,21.58,-39.500,-120.500,126.800,14.72,4.60,G6 V,4.75,,,0.370,[Fe/H],5.600,2.5000,,,,,2,0,1,1,0,3,0,,8.080,8.794,,,6.850,6.567,6.485,6.395,6.399,6.508,6.372,,,,,,,,,,,,14,,0.714,,,0.283,0.082,0.365,0.433,0.258,0.391,12
396,HD 203030,b,Imaging,1,,487.100000,,,24.09000,Mass,,,0,0,0,21h18m58.22s,319.742584,+26d13m50.0s,26.230545,40.85,8.425,V (Johnson),,,,2014-05-14,HD 203030 b,0,0,1,0,0,0,,,,1206,,24.09000,,7656.09700,,7656.09700,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...651.1166M target=ref> Metchev & Hillenbrand 2006 </a>,2006,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...651.1166M target=ref> Metchev & Hillenbrand 2006 </a>,Ground,Palomar Observatory,5.1 m Hale Telescope,PHARO Camera,3,0,3,14,,,2006-11,HD 203030,HIP 105232,21.31617228,74.613581,-16.117743,332.521651,39.501218,24.48,131.300,8.900,131.600,-17.00,4.80,G8 V,,,,,,0.220,6.0000,0.450,-4.370,,,1,0,1,0,0,3,1,,8.425,9.206,,,7.068,6.737,6.653,6.658,6.627,6.655,6.611,6.652,6.681,,6.675,6.659e+00,5.195e+00,,,,,,17,,0.781,,,0.331,0.084,0.415,0.456,0.284,0.310,8
397,HD 2039,b,Radial Velocity,1,1120.00000000,2.230000,0.715000,,6.11000,Msini,,,0,0,0,00h24m20.28s,6.084491,-56d39m00.2s,-56.650047,89.85,9.000,V (Johnson),5941.00,1.17,,2014-08-21,HD 2039 b,0,1,0,0,0,0,2452041.000000,344.1000,153.000,,,,6.11000,,1941.86000,1941.86000,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...646..505B target=ref> Butler et al. 2006 </a>,2002,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2003ApJ...587..423T target=ref> Tinney et al. 2003 </a>,Ground,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,3,0,27,18,http://exoplanet.eu/catalog/hd_2039_b/,http://exoplanets.org/detail/HD_2039_b,2003-04,HD 2039,HIP 1931,0.40563272,310.403585,-60.083260,332.976891,-52.146057,11.13,78.600,17.000,80.400,8.40,4.25,G2/G3 IV/V,4.38,,,0.315,[Fe/H],,3.2500,,,,,3,0,1,2,0,3,0,,9.000,9.660,,,7.912,7.652,7.549,7.473,7.579,7.552,7.408,,,,,,,,,,,,14,,0.660,,,0.260,0.103,0.363,0.406,0.209,0.403,12
398,HD 204313,b,Radial Velocity,2,1920.10000000,3.040000,0.230000,,3.55000,Msini,,,0,0,0,21h28m12.21s,322.050873,-21d43m34.5s,-21.726255,47.30,8.006,V (Johnson),5760.00,1.02,,2014-09-18,HD 204313 b,0,1,0,0,0,0,2452111.600000,298.0000,57.000,,,,3.55000,,1128.25000,1128.25000,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2012ApJ...754...50R target=ref> Robertson et al. 2012 </a>,2009,<a href=http://adsabs.harvard.edu/abs/2010A%26A...511A..45S target=ref> S&eacute;gransan et al. 2010 </a>,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,3,0,27,18,http://exoplanet.eu/catalog/hd_204313_b/,http://exoplanets.org/detail/HD_204313_b,2010-02,HD 204313,HIP 106006,21.47005819,28.027798,-43.728032,317.494365,-6.452868,21.14,41.900,-271.900,275.100,-9.76,4.50,G5 V,4.45,,,0.240,[Fe/H],7.200,1.5900,,,,,2,0,1,1,0,3,0,,8.006,8.701,,,6.812,6.539,6.459,6.450,6.430,6.433,6.402,,,,,,,,,,,,16,,0.695,,,0.273,0.080,0.353,0.424,0.242,0.360,13
399,HD 204313,d,Radial Velocity,2,2831.60000000,3.930000,0.280000,,1.68000,Msini,,,0,0,0,21h28m12.21s,322.050873,-21d43m34.5s,-21.726255,47.30,8.006,V (Johnson),5760.00,1.02,,2014-05-14,HD 204313 d,0,1,0,0,0,0,2456376.900000,247.0000,23.700,,,,1.68000,,533.93000,533.93000,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2012ApJ...754...50R target=ref> Robertson et al. 2012 </a>,2012,<a href=http://adsabs.harvard.edu/abs/2012ApJ...754...50R target=ref> Robertson et al. 2012 </a>,Ground,McDonald Observatory,2.7 m Harlan J. Smith Telescope,Tull Coude Spectrograph,3,0,20,18,http://exoplanet.eu/catalog/hd_204313_d/,http://exoplanets.org/detail/HD_204313_d,2012-07,HD 204313,HIP 106006,21.47005819,28.027798,-43.728032,317.494365,-6.452868,21.14,41.900,-271.900,275.100,-9.76,4.50,G5 V,4.45,,,0.240,[Fe/H],7.200,1.5900,,,,,2,0,1,1,0,3,0,,8.006,8.701,,,6.812,6.539,6.459,6.450,6.430,6.433,6.402,,,,,,,,,,,,16,,0.695,,,0.273,0.080,0.353,0.424,0.242,0.360,13
